FB_mission;5567.625283926594
FB_climb;1816.794292786566
FB_cruise;3607.216677616583
FB_descent;143.61431352344516
FB_reserve;2653.3761312541674
FB_diversion;1415.3962903977008
FB_holding;959.598576660137
mF_contingency;278.3812641963297
l_climb;343285.2251874723
l_cruise;1325699.4875427345
l_descent;186157.6560758769
l_diversion;371726.36703273235
l_holding;189023.38147157244
t_climb;1550.0
t_cruise;5760.0
t_descent;960.0
t_diversion;1280.0
t_holding;1850.0
t;0.0;0.0;10.0;20.0;30.0;40.0;50.0;60.0;70.0;80.0;90.0;100.0;110.0;120.0;130.0;140.0;150.0;160.0;170.0;180.0;190.0;200.0;210.0;220.0;230.0;240.0;250.0;260.0;270.0;280.0;290.0;300.0;310.0;320.0;330.0;340.0;350.0;360.0;370.0;380.0;390.0;400.0;410.0;420.0;430.0;440.0;450.0;460.0;470.0;480.0;490.0;500.0;510.0;520.0;530.0;540.0;550.0;560.0;570.0;580.0;590.0;600.0;610.0;620.0;630.0;640.0;650.0;660.0;670.0;680.0;690.0;700.0;710.0;720.0;730.0;740.0;750.0;760.0;770.0;780.0;790.0;800.0;810.0;820.0;830.0;840.0;850.0;860.0;870.0;880.0;890.0;900.0;910.0;920.0;930.0;940.0;950.0;960.0;970.0;980.0;990.0;1000.0;1010.0;1020.0;1030.0;1040.0;1050.0;1060.0;1070.0;1080.0;1090.0;1100.0;1110.0;1120.0;1130.0;1140.0;1150.0;1160.0;1170.0;1180.0;1190.0;1200.0;1210.0;1220.0;1230.0;1240.0;1250.0;1260.0;1270.0;1280.0;1290.0;1300.0;1310.0;1320.0;1330.0;1340.0;1350.0;1360.0;1370.0;1380.0;1390.0;1400.0;1410.0;1420.0;1430.0;1440.0;1450.0;1460.0;1470.0;1480.0;1490.0;1500.0;1510.0;1520.0;1530.0;1590.0;1650.0;1710.0;1770.0;1830.0;1890.0;1950.0;2010.0;2070.0;2130.0;2190.0;2250.0;2310.0;2370.0;2430.0;2490.0;2550.0;2610.0;2670.0;2730.0;2790.0;2850.0;2910.0;2970.0;3030.0;3090.0;3150.0;3210.0;3270.0;3330.0;3390.0;3450.0;3510.0;3570.0;3630.0;3690.0;3750.0;3810.0;3870.0;3930.0;3990.0;4050.0;4110.0;4170.0;4230.0;4290.0;4350.0;4410.0;4470.0;4530.0;4590.0;4650.0;4710.0;4770.0;4830.0;4890.0;4950.0;5010.0;5070.0;5130.0;5190.0;5250.0;5310.0;5370.0;5430.0;5490.0;5550.0;5610.0;5670.0;5730.0;5790.0;5850.0;5910.0;5970.0;6030.0;6090.0;6150.0;6210.0;6270.0;6330.0;6390.0;6450.0;6510.0;6570.0;6630.0;6690.0;6750.0;6810.0;6870.0;6930.0;6990.0;7050.0;7110.0;7170.0;7230.0;7290.0;7300.0;7310.0;7320.0;7330.0;7340.0;7350.0;7360.0;7370.0;7380.0;7390.0;7400.0;7410.0;7420.0;7430.0;7440.0;7450.0;7460.0;7470.0;7480.0;7490.0;7500.0;7510.0;7520.0;7530.0;7540.0;7550.0;7560.0;7570.0;7580.0;7590.0;7600.0;7610.0;7620.0;7630.0;7640.0;7650.0;7660.0;7670.0;7680.0;7690.0;7700.0;7710.0;7720.0;7730.0;7740.0;7750.0;7760.0;7770.0;7780.0;7790.0;7800.0;7810.0;7820.0;7830.0;7840.0;7850.0;7860.0;7870.0;7880.0;7890.0;7900.0;7910.0;7920.0;7930.0;7940.0;7950.0;7960.0;7970.0;7980.0;7990.0;8000.0;8010.0;8020.0;8030.0;8040.0;8050.0;8060.0;8070.0;8080.0;8090.0;8100.0;8110.0;8120.0;8130.0;8140.0;8150.0;8160.0;8170.0;8180.0;8190.0;8200.0;8210.0;8220.0;8230.0;8240.0;8250.0;8260.0;8270.0;8280.0;8290.0;8300.0;8310.0;8320.0;8330.0;8340.0;8350.0;8360.0;8370.0;8380.0;8390.0;8400.0;8410.0;8420.0;8430.0;8440.0;8450.0;8460.0;8470.0;8480.0;8490.0;8500.0;8510.0;8520.0;8530.0;8540.0;8550.0;8560.0;8570.0;8580.0;8590.0;8600.0;8610.0;8620.0;8630.0;8640.0;8650.0;8660.0;8670.0;8680.0;8690.0;8700.0;8710.0;8720.0;8730.0;8740.0;8750.0;8760.0;8770.0;8780.0;8790.0;8800.0;8810.0;8820.0;8880.0;8940.0;9000.0;9060.0;9120.0;9180.0;9240.0;9300.0;9360.0;9420.0;9480.0;9490.0;9500.0;9510.0;9520.0;9530.0;9540.0;9550.0;9560.0;9570.0;9580.0;9590.0;9600.0;9610.0;9620.0;9630.0;9640.0;9650.0;9660.0;9670.0;9680.0;9690.0;9700.0;9710.0;9720.0;9730.0;9740.0;9750.0;9760.0;9770.0;9780.0;9790.0;9800.0;9810.0;9820.0;9830.0;9840.0;9850.0;9860.0;9870.0;9880.0;9890.0;9900.0;9910.0;9920.0;9930.0;9940.0;9950.0;9960.0;9970.0;9980.0;9990.0;10000.0;10010.0;10020.0;10030.0;10040.0;10050.0;10060.0;10070.0;10080.0;10090.0;10100.0;10110.0;10120.0;10130.0;10140.0;10150.0;10160.0;10170.0;10180.0;10190.0;10200.0;10210.0;10220.0;10230.0;10240.0;10300.0;10360.0;10420.0;10480.0;10540.0;10600.0;10660.0;10720.0;10780.0;10840.0;10900.0;10960.0;11020.0;11080.0;11140.0;11200.0;11260.0;11320.0;11380.0;11440.0;11500.0;11560.0;11620.0;11680.0;11740.0;11800.0;11860.0;11920.0;11980.0;12040.0
